Auction ID,Status,Minimum Bid,Bidding Close Date/Time,Bidding Open Date/Time,Attorney,Book/Writ,OPA,Address,County,Sale Type
1028608,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6010,112069900,"2237 W ONTARIO ST,  19140-4712",Philadelphia,Linebarger
1028708,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6013,131302800,"3948 ALFRED ST,  19140-2803",Philadelphia,Linebarger
1028714,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6019,401246900,"6020 ALLMAN ST,  19142-1409",Philadelphia,Linebarger
1029171,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6021,131302700,"3946 ALFRED ST,  19140-2803",Philadelphia,Linebarger
1029318,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6030,382048000,"2628 DEACON ST,  19129-1102",Philadelphia,Linebarger
1030034,Preview,$1.00,3/4/2022 1:40 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2111-6018,193114700,"3015 N ORKNEY ST,  19133-3225",Philadelphia,Linebarger
1028603,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6005,132126200,"4435 N BANCROFT ST A/K/A 4435 BANCROFT STREET,  19140-1821",Philadelphia,Linebarger
1028709,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6014,234035000,"1423 IMOGENE ST,  19124-3913",Philadelphia,Linebarger
1028715,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6020,442025600,"5067 OGDEN ST,  19139-1643",Philadelphia,Linebarger
1029172,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6022,132184300,"4428 N CLEVELAND ST,  19140-1022",Philadelphia,Linebarger
1029313,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2203-6025,071345000,"2859 N WATER ST,  19134-3322",Philadelphia,Linebarger
1030035,Preview,$1.00,3/4/2022 1:50 PM,3/4/2022 10:00 AM,"LINBEARGER GOGGAN BLAIR & SAMPSON, LLP",2111-6019,193119100,"3335 N ORKNEY ST,  19140-5625",Philadelphia,Linebarger
